"","date","Team","Opponent","Player","#","Pos","Age","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG","npxG","xAG","SCA","GCA","Cmp","Att","Cmp%","PrgP","Carries","PrgC","Att","Succ"
"412","August-15-2023","Spain","Sweden","Irene Paredes","4","CB","32-042","90","0","0","0","0","0","0","0","0","58","0","3","0","0.0","0.0","0.0","0","0","38","50","76.0","3","28","0","0","0"
"413","August-15-2023","Spain","Sweden","Ona Batlle","2","RB","24-066","90","0","0","0","0","0","0","0","0","94","6","0","3","0.0","0.0","0.3","3","0","63","78","80.8","2","49","3","1","1"
"414","August-15-2023","Spain","Sweden","Cata Coll","23","GK","22-114","90","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","0","0","21","26","80.8","0","20","0","0","0"
"415","August-15-2023","Sweden","Spain","Stina Blackstenius","11","FW","27-191","76","0","0","0","0","3","1","0","0","20","1","0","1","0.4","0.4","0.0","0","0","9","11","81.8","0","14","0","3","3"
"416","August-15-2023","Sweden","Spain","Rebecka Blomqvist","15","FW","26-022","14","1","0","0","0","1","1","0","0","4","0","0","0","0.2","0.2","0.0","0","0","1","2","50.0","0","1","0","0","0"
"417","August-15-2023","Sweden","Spain","Fridolina Rolfö","18","LW","29-264","90","0","0","0","0","1","1","0","0","50","2","1","4","0.2","0.2","0.0","1","1","15","36","41.7","7","25","1","3","0"
"418","August-15-2023","Sweden","Spain","Johanna Rytting Kaneryd","19","RW","26-184","76","0","0","0","0","0","0","0","0","34","2","1","3","0.0","0.0","0.3","2","0","12","17","70.6","2","16","2","1","0"
"419","August-15-2023","Sweden","Spain","Olivia Schough","22","RW","32-157","14","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","1","4","25.0","0","1","0","0","0"
"420","August-15-2023","Sweden","Spain","Kosovare Asllani","9","AM","34-017","90","0","0","0","0","0","0","0","0","41","1","0","1","0.0","0.0","0.0","1","0","14","29","48.3","2","19","2","4","1"
"421","August-15-2023","Sweden","Spain","Elin Rubensson","23","DM","30-096","86","0","0","0","0","0","0","0","0","35","1","1","2","0.0","0.0","0.0","1","0","22","29","75.9","3","18","1","1","1"
"422","August-15-2023","Sweden","Spain","Lina Hurtig","8","DM","27-344","4","0","1","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.2","1","1","3","4","75.0","1","3","0","1","1"
"423","August-15-2023","Sweden","Spain","Filippa Angeldahl","16","DM","26-032","90","0","0","0","0","0","0","0","0","44","3","0","4","0.0","0.0","0.0","1","0","19","32","59.4","1","14","0","1","1"
"424","August-15-2023","Sweden","Spain","Jonna Andersson","2","LB","30-225","90","0","0","0","0","0","0","0","0","53","1","2","3","0.0","0.0","0.0","0","0","34","45","75.6","2","14","0","0","0"
"425","August-15-2023","Sweden","Spain","Magdalena Eriksson","6","CB","29-341","90","0","0","0","0","1","0","0","0","53","1","1","1","0.0","0.0","0.0","0","0","28","44","63.6","2","32","2","0","0"
"426","August-15-2023","Sweden","Spain","Amanda Ilestedt","13","CB","30-210","90","0","0","0","0","0","0","0","0","48","2","1","1","0.0","0.0","0.0","0","0","25","43","58.1","2","27","1","0","0"
"427","August-15-2023","Sweden","Spain","Nathalie Björn","14","RB","26-103","90","0","0","0","0","0","0","0","0","61","9","0","0","0.0","0.0","0.2","3","0","37","49","75.5","7","21","0","0","0"
"428","August-15-2023","Sweden","Spain","Zećira Mušović","1","GK","27-081","90","0","0","0","0","0","0","0","0","23","0","0","0","0.0","0.0","0.0","0","0","10","22","45.5","0","10","0","0","0"
"429","August-19-2023","Sweden","Australia","Stina Blackstenius","11","FW","27-195","66","0","1","0","0","2","1","0","0","25","0","0","0","0.3","0.3","0.3","5","2","15","17","88.2","2","17","4","4","2"
"430","August-19-2023","Sweden","Australia","Rebecka Blomqvist","15","FW","26-026","24","0","0","0","0","0","0","0","0","10","0","0","0","0.0","0.0","0.0","0","0","4","7","57.1","0","10","0","0","0"
"431","August-19-2023","Sweden","Australia","Fridolina Rolfö","18","LW,AM","29-268","90","1","0","1","1","2","0","0","0","57","3","0","1","0.9","0.1","0.0","2","0","38","45","84.4","6","40","3","4","3"
"432","August-19-2023","Sweden","Australia","Johanna Rytting Kaneryd","19","RW","26-188","88","0","0","0","0","0","0","0","0","51","1","1","4","0.0","0.0","0.0","2","0","28","35","80.0","5","30","1","5","1"
"433","August-19-2023","Sweden","Australia","Linda Sembrant","3","RW","36-096","2","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0"
"434","August-19-2023","Sweden","Australia","Kosovare Asllani","9","AM","34-021","66","1","0","0","0","4","2","0","0","46","3","2","1","0.4","0.4","0.1","4","1","22","32","68.8","4","30","1","4","2"
"435","August-19-2023","Sweden","Australia","Lina Hurtig","8","LW","27-348","24","0","0","0","0","0","0","1","0","17","0","1","0","0.0","0.0","0.0","0","0","6","10","60.0","0","8","0","2","0"
"436","August-19-2023","Sweden","Australia","Elin Rubensson","23","DM","30-100","90","0","0","0","0","0","0","1","0","58","4","4","5","0.0","0.0","0.1","3","0","30","39","76.9","4","34","2","2","0"
"437","August-19-2023","Sweden","Australia","Filippa Angeldahl","16","DM","26-036","90","0","0","0","0","2","1","0","0","72","5","3","3","0.2","0.2","0.1","2","1","33","53","62.3","6","42","0","0","0"
"438","August-19-2023","Sweden","Australia","Jonna Andersson","2","LB","30-229","90","0","0","0","0","0","0","0","0","64","1","3","1","0.0","0.0","0.1","2","0","36","52","69.2","2","35","1","0","0"
"439","August-19-2023","Sweden","Australia","Magdalena Eriksson","6","CB","29-345","90","0","0","0","0","0","0","0","0","67","2","0","0","0.0","0.0","0.0","0","0","40","60","66.7","3","46","1","0","0"
"440","August-19-2023","Sweden","Australia","Amanda Ilestedt","13","CB","30-214","90","0","0","0","0","0","0","0","0","50","2","1","0","0.0","0.0","0.0","0","0","35","39","89.7","0","33","0","0","0"
"441","August-19-2023","Sweden","Australia","Nathalie Björn","14","RB","26-107","90","0","0","0","0","0","0","0","0","78","4","1","1","0.0","0.0","0.0","0","0","48","60","80.0","4","37","0","1","0"
"442","August-19-2023","Sweden","Australia","Zećira Mušović","1","GK","27-085","90","0","0","0","0","0","0","0","0","25","0","0","0","0.0","0.0","0.0","0","0","7","22","31.8","0","14","0","0","0"
"443","August-19-2023","Australia","Sweden","Sam Kerr","20","FW","29-343","90","0","0","0","0","2","1","0","0","32","0","0","0","0.2","0.2","0.0","2","0","18","27","66.7","5","17","2","2","1"
"444","August-19-2023","Australia","Sweden","Mary Fowler","11","FW","20-186","90","0","0","0","0","0","0","0","0","37","4","0","4","0.0","0.0","0.0","2","0","11","20","55.0","5","25","0","7","4"
"445","August-19-2023","Australia","Sweden","Caitlin Foord","9","LM","28-281","90","0","0","0","0","1","0","0","0","39","2","1","0","0.0","0.0","0.0","2","0","19","30","63.3","2","25","1","2","1"
"446","August-19-2023","Australia","Sweden","Kyra Cooney-Cross","23","CM","21-185","90","0","0","0","0","2","1","0","0","48","2","0","0","0.0","0.0","0.0","2","0","25","39","64.1","7","28","2","6","4"
"447","August-19-2023","Australia","Sweden","Katrina Gorry","19","CM","31-006","59","0","0","0","0","1","0","1","0","48","4","3","3","0.1","0.1","0.0","2","0","23","27","85.2","3","26","0","4","0"
"448","August-19-2023","Australia","Sweden","Emily van Egmond","10","CM","30-038","31","0","0","0","0","1","0","0","0","34","0","2","1","0.0","0.0","0.0","1","0","16","25","64.0","3","14","1","1","1"
"449","August-19-2023","Australia","Sweden","Hayley Raso","16","RM","28-348","59","0","0","0","0","2","1","0","0","22","0","0","2","0.1","0.1","0.0","0","0","8","14","57.1","1","16","2","3","1"
"450","August-19-2023","Australia","Sweden","Cortnee Vine","5","RB,RM","25-132","31","0","0","0","0","0","0","0","0","20","1","0","1","0.0","0.0","0.0","0","0","9","15","60.0","1","7","0","1","1"
"451","August-19-2023","Australia","Sweden","Steph Catley","7","LB","29-205","90","0","0","0","0","0","0","0","0","64","0","1","0","0.0","0.0","0.1","4","0","38","60","63.3","6","23","1","0","0"
"452","August-19-2023","Australia","Sweden","Clare Polkinghorne","4","CB","34-199","73","0","0","0","0","2","1","0","0","39","1","1","1","0.4","0.4","0.0","0","0","20","29","69.0","4","19","0","1","1"
"453","August-19-2023","Australia","Sweden","Alex Chidiac","8","RM","24-216","17","0","0","0","0","0","0","0","0","7","2","0","0","0.0","0.0","0.0","0","0","4","5","80.0","0","5","0","0","0"
"454","August-19-2023","Australia","Sweden","Clare Hunt","15","CB","24-160","90","0","0","0","0","0","0","0","0","46","2","0","1","0.0","0.0","0.0","0","0","30","42","71.4","0","21","0","0","0"
"455","August-19-2023","Australia","Sweden","Ellie Carpenter","21","RB","23-113","73","0","0","0","0","0","0","0","0","55","1","2","1","0.0","0.0","0.2","3","0","28","41","68.3","1","20","0","2","1"
"456","August-19-2023","Australia","Sweden","Courtney Nevin","2","CB","21-188","17","0","0","0","0","0","0","0","0","8","1","0","0","0.0","0.0","0.0","1","0","4","7","57.1","1","3","0","0","0"
"457","August-19-2023","Australia","Sweden","Mackenzie Arnold","18","GK","29-175","90","0","0","0","0","0","0","0","0","36","0","0","0","0.0","0.0","0.0","0","0","23","34","67.6","0","17","0","0","0"
